CDS                                                       ,dN/dS,dN,dS,Species Pair
ros.cds.fasta_GLEAN_10018794-chl.cds.fasta_GLEAN_10018794,0.2224,0.0015,0.0068,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018796-chl.cds.fasta_GLEAN_10018796,0.1858,0.0065,0.0351,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018797-chl.cds.fasta_GLEAN_10018797,0.293,0.0043,0.0148,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018799-chl.cds.fasta_GLEAN_10018799,0.0733,0.0016,0.022,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018800-chl.cds.fasta_GLEAN_10018800,0.0608,0.0011,0.0187,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018801-chl.cds.fasta_GLEAN_10018801,0.4938,0.0027,0.0055,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018805-chl.cds.fasta_GLEAN_10018805,0.3209,0.0009,0.0028,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018806-chl.cds.fasta_GLEAN_10018806,1.4189,0.0032,0.0022,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018807-chl.cds.fasta_GLEAN_10018807,0.06,0.0004,0.0074,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018808-chl.cds.fasta_GLEAN_10018808,0.219,0.0038,0.0174,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018809-chl.cds.fasta_GLEAN_10018809,0.4726,0.0048,0.0102,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018812-chl.cds.fasta_GLEAN_10018812,0.312,0.0013,0.0043,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018815-chl.cds.fasta_GLEAN_10018815,0.2904,0.002,0.0069,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018817-chl.cds.fasta_GLEAN_10018817,0.1235,0.0008,0.0069,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018818-chl.cds.fasta_GLEAN_10018818,0.0767,0.0007,0.0089,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018819-chl.cds.fasta_GLEAN_10018819,0.2354,0.0045,0.0192,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018822-chl.cds.fasta_GLEAN_10018822,0.5517,0.014,0.0254,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018823-chl.cds.fasta_GLEAN_10018823,0.041,0.0005,0.0131,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018824-chl.cds.fasta_GLEAN_10018824,0.3242,0.0031,0.0094,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018825-chl.cds.fasta_GLEAN_10018825,0.3849,0.0047,0.0123,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018826-chl.cds.fasta_GLEAN_10018826,0.0503,0.0005,0.0104,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018828-chl.cds.fasta_GLEAN_10018828,0.6472,0.0241,0.0373,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018829-chl.cds.fasta_GLEAN_10018829,0.5973,0.0179,0.03,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018830-chl.cds.fasta_GLEAN_10018830,1.1737,0.0254,0.0216,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018833-chl.cds.fasta_GLEAN_10018833,0.1815,0.0015,0.0082,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018840-chl.cds.fasta_GLEAN_10018840,0.323,0.0039,0.0122,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018841-chl.cds.fasta_GLEAN_10018841,0.19,0.0021,0.0109,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018843-chl.cds.fasta_GLEAN_10018843,0.208,0.0031,0.015,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018846-chl.cds.fasta_GLEAN_10018846,0.5363,0.0188,0.035,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018847-chl.cds.fasta_GLEAN_10018847,0.3189,0.0024,0.0077,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018850-chl.cds.fasta_GLEAN_10018850,0.114,0.0007,0.0063,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018851-chl.cds.fasta_GLEAN_10018851,0.2802,0.0013,0.0047,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018853-chl.cds.fasta_GLEAN_10018853,0.2086,0.0048,0.0231,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018855-chl.cds.fasta_GLEAN_10018855,0.9201,0.0019,0.0021,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018857-chl.cds.fasta_GLEAN_10018857,1.6442,0.0133,0.0081,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018858-chl.cds.fasta_GLEAN_10018858,0.5506,0.0024,0.0044,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018860-chl.cds.fasta_GLEAN_10018860,0.156,0.0023,0.0148,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018861-chl.cds.fasta_GLEAN_10018861,0.0409,0.0003,0.0082,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018862-chl.cds.fasta_GLEAN_10018862,0.1285,0.0015,0.0117,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018866-chl.cds.fasta_GLEAN_10018866,0.1343,0.0008,0.0062,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018869-chl.cds.fasta_GLEAN_10018869,0.2421,0.0035,0.0145,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018870-chl.cds.fasta_GLEAN_10018870,0.5501,0.0061,0.0111,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018871-chl.cds.fasta_GLEAN_10018871,0.2802,0.0015,0.0055,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018874-chl.cds.fasta_GLEAN_10018874,0.1618,0.0011,0.0067,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018875-chl.cds.fasta_GLEAN_10018875,0.0564,0.0007,0.0127,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018876-chl.cds.fasta_GLEAN_10018876,0.103,0.0017,0.0162,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018878-chl.cds.fasta_GLEAN_10018878,0.089,0.0031,0.035,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018879-chl.cds.fasta_GLEAN_10018879,0.3707,0.0038,0.0103,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018880-chl.cds.fasta_GLEAN_10018880,0.2042,0.002,0.0099,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018883-chl.cds.fasta_GLEAN_10018883,0.3147,0.001,0.0033,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018884-chl.cds.fasta_GLEAN_10018884,0.1434,0.0017,0.0118,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018887-chl.cds.fasta_GLEAN_10018887,0.0628,0.0004,0.0064,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018892-chl.cds.fasta_GLEAN_10018892,0.3258,0.0025,0.0078,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018893-chl.cds.fasta_GLEAN_10018893,0.0618,0.0004,0.0064,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018894-chl.cds.fasta_GLEAN_10018894,1.1551,0.0175,0.0152,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018897-chl.cds.fasta_GLEAN_10018897,0.168,0.0046,0.0271,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018899-chl.cds.fasta_GLEAN_10018899,0.1702,0.003,0.0177,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018900-chl.cds.fasta_GLEAN_10018900,0.0644,0.0018,0.0274,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018903-chl.cds.fasta_GLEAN_10018903,0.1529,0.0037,0.0241,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018904-chl.cds.fasta_GLEAN_10018904,0.1628,0.0025,0.0152,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018908-chl.cds.fasta_GLEAN_10018908,0.1289,0.0006,0.0046,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018910-chl.cds.fasta_GLEAN_10018910,0.2045,0.0023,0.0111,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018911-chl.cds.fasta_GLEAN_10018911,0.0761,0.0005,0.0066,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018912-chl.cds.fasta_GLEAN_10018912,0.0969,0.0043,0.0444,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018913-chl.cds.fasta_GLEAN_10018913,0.2267,0.0011,0.0046,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018914-chl.cds.fasta_GLEAN_10018914,0.153,0.0017,0.0111,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018923-chl.cds.fasta_GLEAN_10018923,0.296,0.001,0.0033,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018926-chl.cds.fasta_GLEAN_10018926,0.9962,0.0072,0.0073,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018927-chl.cds.fasta_GLEAN_10018927,0.3331,0.0024,0.0072,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018928-chl.cds.fasta_GLEAN_10018928,0.4842,0.0033,0.0068,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018930-chl.cds.fasta_GLEAN_10018930,0.3108,0.0032,0.0101,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018932-chl.cds.fasta_GLEAN_10018932,0.1436,0.0009,0.0066,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018933-chl.cds.fasta_GLEAN_10018933,0.6504,0.0022,0.0034,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018934-chl.cds.fasta_GLEAN_10018934,0.0147,0.0003,0.0218,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018935-chl.cds.fasta_GLEAN_10018935,0.0701,0.0006,0.0079,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018939-chl.cds.fasta_GLEAN_10018939,0.084,0.0006,0.007,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018940-chl.cds.fasta_GLEAN_10018940,0.1147,0.0005,0.0046,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018942-chl.cds.fasta_GLEAN_10018942,0.3604,0.0014,0.004,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018945-chl.cds.fasta_GLEAN_10018945,0.051,0.0005,0.0095,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018946-chl.cds.fasta_GLEAN_10018946,0.0742,0.0015,0.02,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018947-chl.cds.fasta_GLEAN_10018947,0.0741,0.0006,0.0074,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018948-chl.cds.fasta_GLEAN_10018948,0.9148,0.0025,0.0028,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018950-chl.cds.fasta_GLEAN_10018950,0.1458,0.0007,0.0046,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018954-chl.cds.fasta_GLEAN_10018954,0.1516,0.0011,0.0073,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018958-chl.cds.fasta_GLEAN_10018958,0.4478,0.0037,0.0082,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018960-chl.cds.fasta_GLEAN_10018960,0.6331,0.0022,0.0036,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018962-chl.cds.fasta_GLEAN_10018962,0.5838,0.0064,0.011,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018963-chl.cds.fasta_GLEAN_10018963,0.0634,0.001,0.0157,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018965-chl.cds.fasta_GLEAN_10018965,0.0612,0.002,0.0324,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018966-chl.cds.fasta_GLEAN_10018966,0.1001,0.0008,0.0082,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018969-chl.cds.fasta_GLEAN_10018969,0.0587,0.0006,0.0106,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018970-chl.cds.fasta_GLEAN_10018970,0.1002,0.0007,0.0066,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018972-chl.cds.fasta_GLEAN_10018972,0.0319,0.0008,0.024,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018973-chl.cds.fasta_GLEAN_10018973,0.0903,0.0015,0.0162,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018978-chl.cds.fasta_GLEAN_10018978,0.117,0.0011,0.0092,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018979-chl.cds.fasta_GLEAN_10018979,0.1429,0.0006,0.0039,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018980-chl.cds.fasta_GLEAN_10018980,0.1072,0.001,0.0093,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018981-chl.cds.fasta_GLEAN_10018981,0.3051,0.0017,0.0056,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018983-chl.cds.fasta_GLEAN_10018983,0.3512,0.0025,0.0071,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018988-chl.cds.fasta_GLEAN_10018988,0.7346,0.0053,0.0072,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018989-chl.cds.fasta_GLEAN_10018989,0.3357,0.0017,0.0052,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018990-chl.cds.fasta_GLEAN_10018990,0.083,0.0008,0.0092,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018991-chl.cds.fasta_GLEAN_10018991,0.0921,0.0022,0.024,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018993-chl.cds.fasta_GLEAN_10018993,0.2586,0.0026,0.0099,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018994-chl.cds.fasta_GLEAN_10018994,0.2954,0.0014,0.0047,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018995-chl.cds.fasta_GLEAN_10018995,0.0353,0.0005,0.0138,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018997-chl.cds.fasta_GLEAN_10018997,0.0698,0.0016,0.0236,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10018998-chl.cds.fasta_GLEAN_10018998,0.1702,0.0016,0.0097,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019001-chl.cds.fasta_GLEAN_10019001,0.6062,0.0042,0.007,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019003-chl.cds.fasta_GLEAN_10019003,0.1505,0.0017,0.0116,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019006-chl.cds.fasta_GLEAN_10019006,0.1273,0.0014,0.0106,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019007-chl.cds.fasta_GLEAN_10019007,0.329,0.0023,0.0069,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019008-chl.cds.fasta_GLEAN_10019008,0.0793,0.0011,0.0139,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019009-chl.cds.fasta_GLEAN_10019009,0.125,0.0022,0.0174,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019010-chl.cds.fasta_GLEAN_10019010,0.1405,0.0002,0.0012,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019011-chl.cds.fasta_GLEAN_10019011,0.5063,0.0043,0.0084,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019012-chl.cds.fasta_GLEAN_10019012,0.629,0.0021,0.0033,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019013-chl.cds.fasta_GLEAN_10019013,0.278,0.0014,0.0051,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019017-chl.cds.fasta_GLEAN_10019017,0.301,0.0032,0.0108,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019019-chl.cds.fasta_GLEAN_10019019,0.0792,0.0019,0.0242,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019025-chl.cds.fasta_GLEAN_10019025,0.1505,0.0005,0.0032,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019027-chl.cds.fasta_GLEAN_10019027,0.0427,0.0004,0.0104,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019028-chl.cds.fasta_GLEAN_10019028,0.1785,0.001,0.0057,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019029-chl.cds.fasta_GLEAN_10019029,0.1396,0.0016,0.0116,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019032-chl.cds.fasta_GLEAN_10019032,0.1034,0.0013,0.0122,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019034-chl.cds.fasta_GLEAN_10019034,0.1917,0.0009,0.0048,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019036-chl.cds.fasta_GLEAN_10019036,0.2185,0.0019,0.0089,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019038-chl.cds.fasta_GLEAN_10019038,0.1631,0.0017,0.0104,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019040-chl.cds.fasta_GLEAN_10019040,0.3458,0.0006,0.0019,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019041-chl.cds.fasta_GLEAN_10019041,0.0638,0.0002,0.0038,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019042-chl.cds.fasta_GLEAN_10019042,0.1116,0.0045,0.0399,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019045-chl.cds.fasta_GLEAN_10019045,1.4964,0.009,0.006,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019047-chl.cds.fasta_GLEAN_10019047,0.3193,0.0007,0.0021,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019051-chl.cds.fasta_GLEAN_10019051,0.6939,0.8454,1.2183,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019055-chl.cds.fasta_GLEAN_10019055,0.1588,0.0007,0.0042,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019056-chl.cds.fasta_GLEAN_10019056,0.2601,0.0009,0.0034,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019057-chl.cds.fasta_GLEAN_10019057,0.0793,0.0009,0.0118,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019058-chl.cds.fasta_GLEAN_10019058,0.1011,0.0005,0.0049,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019060-chl.cds.fasta_GLEAN_10019060,0.0433,0.0008,0.0194,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019061-chl.cds.fasta_GLEAN_10019061,0.1036,0.0008,0.0076,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019067-chl.cds.fasta_GLEAN_10019067,1.2174,0.0011,0.0009,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019068-chl.cds.fasta_GLEAN_10019068,0.1066,0.0004,0.0036,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019070-chl.cds.fasta_GLEAN_10019070,0.0478,0.0004,0.0087,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019073-chl.cds.fasta_GLEAN_10019073,0.0813,0.0016,0.0193,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019075-chl.cds.fasta_GLEAN_10019075,0.183,0.0014,0.0079,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019076-chl.cds.fasta_GLEAN_10019076,0.2094,0.0005,0.0022,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019079-chl.cds.fasta_GLEAN_10019079,0.3061,0.0037,0.0122,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019080-chl.cds.fasta_GLEAN_10019080,0.4794,0.0032,0.0068,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019081-chl.cds.fasta_GLEAN_10019081,0.0489,0.0004,0.0073,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019082-chl.cds.fasta_GLEAN_10019082,0.2851,0.0014,0.0049,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019083-chl.cds.fasta_GLEAN_10019083,0.3008,0.0007,0.0024,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019085-chl.cds.fasta_GLEAN_10019085,0.1004,0.0013,0.0131,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019086-chl.cds.fasta_GLEAN_10019086,0.2852,0.001,0.0034,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019088-chl.cds.fasta_GLEAN_10019088,0.1237,0.0007,0.0058,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019090-chl.cds.fasta_GLEAN_10019090,0.0415,0.0003,0.0077,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019093-chl.cds.fasta_GLEAN_10019093,0.111,0.0031,0.0284,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019094-chl.cds.fasta_GLEAN_10019094,0.3092,0.0019,0.0062,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019095-chl.cds.fasta_GLEAN_10019095,0.0386,0.0003,0.0086,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019101-chl.cds.fasta_GLEAN_10019101,0.3123,0.0003,0.0011,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019110-chl.cds.fasta_GLEAN_10019110,0.238,0.0005,0.0023,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019112-chl.cds.fasta_GLEAN_10019112,0.3741,0.0023,0.0062,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019119-chl.cds.fasta_GLEAN_10019119,0.0885,0.0016,0.0182,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019121-chl.cds.fasta_GLEAN_10019121,0.5916,0.003,0.005,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019128-chl.cds.fasta_GLEAN_10019128,0.0312,0.0007,0.0226,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019129-chl.cds.fasta_GLEAN_10019129,0.2211,0.0028,0.0125,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019130-chl.cds.fasta_GLEAN_10019130,0.2982,0.0067,0.0225,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019132-chl.cds.fasta_GLEAN_10019132,1.2806,0.0051,0.004,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019135-chl.cds.fasta_GLEAN_10019135,0.4977,0.0025,0.005,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019137-chl.cds.fasta_GLEAN_10019137,0.3041,0.0018,0.006,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019139-chl.cds.fasta_GLEAN_10019139,0.2795,0.0088,0.0314,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019140-chl.cds.fasta_GLEAN_10019140,0.4424,0.0054,0.0121,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019141-chl.cds.fasta_GLEAN_10019141,0.1032,0.0012,0.0112,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019142-chl.cds.fasta_GLEAN_10019142,0.0655,0.0005,0.0084,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019144-chl.cds.fasta_GLEAN_10019144,0.3735,0.0043,0.0116,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019152-chl.cds.fasta_GLEAN_10019152,0.2315,0.0032,0.0138,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019154-chl.cds.fasta_GLEAN_10019154,0.2999,0.0012,0.0039,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019155-chl.cds.fasta_GLEAN_10019155,0.0744,0.0008,0.0102,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019156-chl.cds.fasta_GLEAN_10019156,0.1072,0.0009,0.0085,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019157-chl.cds.fasta_GLEAN_10019157,0.3533,0.0093,0.0263,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019161-chl.cds.fasta_GLEAN_10019161,0.0629,0.0008,0.0131,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019163-chl.cds.fasta_GLEAN_10019163,0.069,0.0012,0.0173,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019165-chl.cds.fasta_GLEAN_10019165,0.3339,0.0022,0.0067,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019168-chl.cds.fasta_GLEAN_10019168,0.1052,0.0011,0.0106,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019170-chl.cds.fasta_GLEAN_10019170,0.2789,0.0058,0.0209,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019171-chl.cds.fasta_GLEAN_10019171,0.2634,0.0021,0.0078,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019174-chl.cds.fasta_GLEAN_10019174,0.4759,0.0026,0.0054,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019176-chl.cds.fasta_GLEAN_10019176,0.4802,0.0036,0.0074,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019178-chl.cds.fasta_GLEAN_10019178,0.0965,0.0009,0.0093,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019179-chl.cds.fasta_GLEAN_10019179,0.1583,0.0013,0.0079,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019180-chl.cds.fasta_GLEAN_10019180,0.5129,0.0067,0.0131,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019181-chl.cds.fasta_GLEAN_10019181,0.2871,0.0029,0.0101,S. chlorostictus-S. rosenblatti
ros.cds.fasta_GLEAN_10019188-chl.cds.fasta_GLEAN_10019188,0.0737,0.0006,0.008,S. chlorostictus-S. rosenblatti
